Time (s)	drop_volume (m^3)	contact_angle (rad)	sqrt(sigma*pw1(t)/((1000 [kg/m^3])*(g_const))) (mm)	r-coordinate (mm), rmax	z-coordinate (mm), zmax
628.07	5.2360E-10	3.1398	1.9059	0.51030	0.95831
628.09	5.2360E-10	3.1398	1.9059	0.51030	0.95831
628.11	5.2360E-10	3.1398	1.9059	0.51030	0.95831
628.12	5.2360E-10	3.1398	1.9059	0.51030	0.95831
628.14	5.2360E-10	3.1398	1.9059	0.51030	0.95831
628.16	5.2360E-10	3.1398	1.9059	0.51030	0.95831
628.18	5.2360E-10	3.1398	1.9059	0.51030	0.95831
628.22	5.2360E-10	3.1398	1.9059	0.51030	0.95831
628.25	5.2360E-10	3.1398	1.9060	0.51030	0.95831
628.28	5.2360E-10	3.1398	1.9060	0.51030	0.95831
628.31	5.2360E-10	3.1398	1.9060	0.51030	0.95831
628.38	5.2360E-10	3.1398	1.9061	0.51030	0.95831
628.44	5.2360E-10	3.1398	1.9062	0.51030	0.95832
628.49	5.2360E-10	3.1398	1.9063	0.51030	0.95832
628.55	5.2360E-10	3.1398	1.9064	0.51030	0.95833
628.67	5.2360E-10	3.1398	1.9067	0.51030	0.95834
628.77	5.2360E-10	3.1398	1.9071	0.51030	0.95835
628.87	5.2360E-10	3.1398	1.9076	0.51029	0.95837
628.93	5.2360E-10	3.1398	1.9079	0.51029	0.95838
628.97	5.2360E-10	3.1398	1.9081	0.51029	0.95839
629.00	5.2360E-10	3.1398	1.9083	0.51029	0.95840
629.03	5.2360E-10	3.1398	1.9085	0.51029	0.95841
629.06	5.2360E-10	3.1398	1.9087	0.51029	0.95842
629.13	5.2360E-10	3.1398	1.9091	0.51028	0.95844
629.18	5.2360E-10	3.1398	1.9095	0.51028	0.95845
629.23	5.2360E-10	3.1398	1.9099	0.51028	0.95847
629.28	5.2360E-10	3.1398	1.9103	0.51028	0.95848
629.34	5.2360E-10	3.1398	1.9108	0.51027	0.95850
629.41	5.2360E-10	3.1398	1.9114	0.51027	0.95852
629.48	5.2360E-10	3.1398	1.9121	0.51027	0.95855
629.56	5.2360E-10	3.1398	1.9128	0.51026	0.95858
629.64	5.2360E-10	3.1398	1.9136	0.51026	0.95861
629.73	5.2360E-10	3.1398	1.9145	0.51025	0.95865
629.81	5.2360E-10	3.1398	1.9154	0.51025	0.95868
629.98	5.2360E-10	3.1398	1.9172	0.51024	0.95876
630.15	5.2360E-10	3.1398	1.9191	0.51023	0.95883
630.30	5.2360E-10	3.1398	1.9206	0.51022	0.95889
630.45	5.2360E-10	3.1398	1.9221	0.51021	0.95895
630.60	5.2360E-10	3.1398	1.9235	0.51020	0.95900
630.79	5.2360E-10	3.1398	1.9251	0.51019	0.95907
630.99	5.2360E-10	3.1398	1.9264	0.51018	0.95912
631.19	5.2360E-10	3.1398	1.9275	0.51018	0.95916
631.36	5.2360E-10	3.1398	1.9282	0.51017	0.95919
631.39	5.2360E-10	3.1398	1.9282	0.51017	0.95919
631.41	5.2360E-10	3.1398	1.9283	0.51017	0.95919
631.43	5.2360E-10	3.1398	1.9283	0.51017	0.95920
631.45	5.2360E-10	3.1398	1.9284	0.51017	0.95920
631.47	5.2360E-10	3.1398	1.9284	0.51017	0.95920
631.49	5.2360E-10	3.1398	1.9285	0.51017	0.95920
631.52	5.2360E-10	3.1398	1.9285	0.51017	0.95920
631.54	5.2360E-10	3.1398	1.9286	0.51017	0.95921
631.57	5.2360E-10	3.1398	1.9286	0.51017	0.95921
631.59	5.2360E-10	3.1398	1.9287	0.51017	0.95921
631.60	5.2360E-10	3.1398	1.9287	0.51017	0.95921
631.62	5.2360E-10	3.1398	1.9287	0.51017	0.95921
631.64	5.2360E-10	3.1398	1.9287	0.51017	0.95921
631.65	5.2360E-10	3.1398	1.9287	0.51017	0.95921
631.67	5.2360E-10	3.1398	1.9288	0.51017	0.95921
631.68	5.2360E-10	3.1398	1.9288	0.51017	0.95921
631.70	5.2360E-10	3.1398	1.9288	0.51017	0.95921
631.71	5.2360E-10	3.1398	1.9288	0.51017	0.95921
631.72	5.2360E-10	3.1398	1.9288	0.51017	0.95921
631.74	5.2360E-10	3.1398	1.9288	0.51017	0.95921
631.75	5.2360E-10	3.1398	1.9288	0.51017	0.95922
631.76	5.2360E-10	3.1398	1.9288	0.51017	0.95922
631.77	5.2360E-10	3.1398	1.9288	0.51017	0.95922
631.78	5.2360E-10	3.1398	1.9288	0.51017	0.95922
631.79	5.2360E-10	3.1398	1.9288	0.51017	0.95922
631.80	5.2360E-10	3.1398	1.9288	0.51017	0.95922
631.81	5.2360E-10	3.1398	1.9288	0.51017	0.95922
631.82	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.83	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.84	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.84	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.85	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.86	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.86	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.87	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.88	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.89	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.89	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.90	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.90	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.91	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.92	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.92	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.92	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.93	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.93	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.94	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.94	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.95	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.96	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.96	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.97	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.98	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.98	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.99	5.2360E-10	3.1398	1.9289	0.51017	0.95922
631.99	5.2360E-10	3.1398	1.9289	0.51017	0.95922
632.00	5.2360E-10	3.1398	1.9289	0.51017	0.95922
632.01	5.2360E-10	3.1398	1.9289	0.51017	0.95922
632.02	5.2360E-10	3.1398	1.9289	0.51017	0.95922
632.03	5.2360E-10	3.1398	1.9289	0.51017	0.95922
632.05	5.2360E-10	3.1398	1.9289	0.51017	0.95922
632.07	5.2360E-10	3.1398	1.9289	0.51017	0.95922
632.11	5.2360E-10	3.1398	1.9289	0.51017	0.95922
632.19	5.2360E-10	3.1398	1.9289	0.51017	0.95922
632.35	5.2360E-10	3.1398	1.9289	0.51017	0.95922
632.66	5.2360E-10	3.1398	1.9289	0.51017	0.95922
633.30	5.2360E-10	3.1398	1.9289	0.51017	0.95922
634.56	5.2360E-10	3.1398	1.9289	0.51017	0.95922
637.09	5.2360E-10	3.1398	1.9289	0.51017	0.95922
637.41	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.04	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.05	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.06	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.06	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.07	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.07	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.08	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.08	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.09	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.10	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.10	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.11	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.12	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.13	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.13	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.14	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.14	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.15	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.16	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.17	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.18	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.19	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.21	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.21	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.22	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.23	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.23	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.25	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.26	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.26	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.28	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.29	5.2360E-10	3.1398	1.9289	0.51017	0.95922
638.30	5.2360E-10	3.1398	1.9290	0.51017	0.95922
638.32	5.2360E-10	3.1398	1.9290	0.51017	0.95922
638.33	5.2360E-10	3.1398	1.9290	0.51017	0.95922
638.35	5.2360E-10	3.1398	1.9290	0.51017	0.95922
638.36	5.2360E-10	3.1398	1.9290	0.51017	0.95922
638.37	5.2360E-10	3.1398	1.9290	0.51017	0.95922
638.39	5.2360E-10	3.1398	1.9291	0.51017	0.95922
638.41	5.2360E-10	3.1398	1.9291	0.51017	0.95923
638.42	5.2360E-10	3.1398	1.9291	0.51017	0.95923
638.44	5.2360E-10	3.1398	1.9291	0.51017	0.95923
638.46	5.2360E-10	3.1398	1.9292	0.51017	0.95923
638.49	5.2360E-10	3.1398	1.9292	0.51017	0.95923
638.51	5.2360E-10	3.1398	1.9293	0.51017	0.95923
638.53	5.2360E-10	3.1398	1.9293	0.51017	0.95923
638.54	5.2360E-10	3.1398	1.9293	0.51017	0.95924
638.56	5.2360E-10	3.1398	1.9294	0.51017	0.95924
638.60	5.2360E-10	3.1398	1.9295	0.51017	0.95924
638.63	5.2360E-10	3.1398	1.9296	0.51017	0.95924
638.65	5.2360E-10	3.1398	1.9296	0.51017	0.95925
638.67	5.2360E-10	3.1398	1.9297	0.51017	0.95925
638.70	5.2360E-10	3.1398	1.9298	0.51016	0.95925
638.74	5.2360E-10	3.1398	1.9300	0.51016	0.95926
638.78	5.2360E-10	3.1398	1.9301	0.51016	0.95926
638.80	5.2360E-10	3.1398	1.9302	0.51016	0.95927
638.83	5.2360E-10	3.1398	1.9304	0.51016	0.95927
638.86	5.2360E-10	3.1398	1.9305	0.51016	0.95928
638.92	5.2360E-10	3.1398	1.9308	0.51016	0.95929
638.96	5.2360E-10	3.1398	1.9310	0.51016	0.95930
639.00	5.2360E-10	3.1398	1.9313	0.51016	0.95931
639.04	5.2360E-10	3.1398	1.9315	0.51016	0.95932
639.08	5.2360E-10	3.1398	1.9318	0.51015	0.95933
639.13	5.2360E-10	3.1398	1.9321	0.51015	0.95934
639.18	5.2360E-10	3.1398	1.9325	0.51015	0.95936
639.24	5.2360E-10	3.1398	1.9329	0.51015	0.95937
639.30	5.2360E-10	3.1398	1.9334	0.51014	0.95939
639.37	5.2360E-10	3.1398	1.9340	0.51014	0.95942
639.44	5.2360E-10	3.1398	1.9346	0.51014	0.95944
639.51	5.2360E-10	3.1398	1.9353	0.51013	0.95947
639.59	5.2360E-10	3.1398	1.9361	0.51013	0.95950
639.68	5.2360E-10	3.1398	1.9370	0.51012	0.95953
639.77	5.2360E-10	3.1398	1.9379	0.51012	0.95957
639.85	5.2360E-10	3.1398	1.9388	0.51011	0.95960
640.03	5.2360E-10	3.1398	1.9407	0.51010	0.95967
640.21	5.2360E-10	3.1398	1.9426	0.51009	0.95975
640.36	5.2360E-10	3.1398	1.9442	0.51009	0.95981
640.52	5.2360E-10	3.1398	1.9457	0.51008	0.95987
640.68	5.2360E-10	3.1398	1.9471	0.51007	0.95992
640.88	5.2360E-10	3.1398	1.9487	0.51006	0.95998
641.07	5.2360E-10	3.1398	1.9499	0.51005	0.96003
641.16	5.2360E-10	3.1398	1.9503	0.51005	0.96004
641.20	5.2360E-10	3.1398	1.9505	0.51005	0.96005
641.22	5.2360E-10	3.1398	1.9506	0.51005	0.96005
641.24	5.2360E-10	3.1398	1.9507	0.51005	0.96006
641.27	5.2360E-10	3.1398	1.9508	0.51005	0.96006
641.32	5.2360E-10	3.1398	1.9510	0.51005	0.96007
641.35	5.2360E-10	3.1398	1.9511	0.51005	0.96007
641.38	5.2360E-10	3.1398	1.9512	0.51005	0.96008
641.41	5.2360E-10	3.1398	1.9513	0.51005	0.96008
641.44	5.2360E-10	3.1398	1.9513	0.51005	0.96008
641.47	5.2360E-10	3.1398	1.9514	0.51005	0.96009
641.49	5.2360E-10	3.1398	1.9515	0.51005	0.96009
641.52	5.2360E-10	3.1398	1.9515	0.51005	0.96009
641.54	5.2360E-10	3.1398	1.9515	0.51005	0.96009
641.56	5.2360E-10	3.1398	1.9516	0.51004	0.96009
641.58	5.2360E-10	3.1398	1.9516	0.51004	0.96009
641.60	5.2360E-10	3.1398	1.9516	0.51004	0.96009
641.61	5.2360E-10	3.1398	1.9517	0.51004	0.96010
641.63	5.2360E-10	3.1398	1.9517	0.51004	0.96010
641.65	5.2360E-10	3.1398	1.9517	0.51004	0.96010
641.66	5.2360E-10	3.1398	1.9517	0.51004	0.96010
641.68	5.2360E-10	3.1398	1.9517	0.51004	0.96010
641.69	5.2360E-10	3.1398	1.9517	0.51004	0.96010
641.71	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.72	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.73	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.74	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.76	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.77	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.78	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.79	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.80	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.81	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.82	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.82	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.83	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.84	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.85	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.86	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.86	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.87	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.88	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.89	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.89	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.90	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.91	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.91	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.91	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.92	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.93	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.93	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.94	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.94	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.95	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.96	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.96	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.97	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.98	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.98	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.99	5.2360E-10	3.1398	1.9518	0.51004	0.96010
641.99	5.2360E-10	3.1398	1.9518	0.51004	0.96010
642.01	5.2360E-10	3.1398	1.9518	0.51004	0.96010
642.02	5.2360E-10	3.1398	1.9518	0.51004	0.96010
642.03	5.2360E-10	3.1398	1.9518	0.51004	0.96010
642.04	5.2360E-10	3.1398	1.9518	0.51004	0.96010
642.06	5.2360E-10	3.1398	1.9518	0.51004	0.96010
642.11	5.2360E-10	3.1398	1.9518	0.51004	0.96010
642.20	5.2360E-10	3.1398	1.9518	0.51004	0.96010
642.38	5.2360E-10	3.1398	1.9518	0.51004	0.96010
642.74	5.2360E-10	3.1398	1.9518	0.51004	0.96010
643.46	5.2360E-10	3.1398	1.9518	0.51004	0.96010
644.89	5.2360E-10	3.1398	1.9518	0.51004	0.96010
647.77	5.2360E-10	3.1398	1.9518	0.51004	0.96010
647.86	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.04	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.05	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.06	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.07	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.08	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.09	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.09	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.09	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.09	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.10	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.10	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.11	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.12	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.13	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.13	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.14	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.16	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.16	5.2360E-10	3.1398	1.9518	0.51004	0.96010
648.17	5.2360E-10	3.1398	1.9519	0.51004	0.96010
648.18	5.2360E-10	3.1398	1.9519	0.51004	0.96010
648.18	5.2360E-10	3.1398	1.9519	0.51004	0.96010
648.19	5.2360E-10	3.1398	1.9519	0.51004	0.96010
648.20	5.2360E-10	3.1398	1.9519	0.51004	0.96010
648.21	5.2360E-10	3.1398	1.9519	0.51004	0.96010
648.22	5.2360E-10	3.1398	1.9519	0.51004	0.96010
648.23	5.2360E-10	3.1398	1.9519	0.51004	0.96010
648.24	5.2360E-10	3.1398	1.9519	0.51004	0.96010
648.25	5.2360E-10	3.1398	1.9519	0.51004	0.96010
648.27	5.2360E-10	3.1398	1.9519	0.51004	0.96010
648.28	5.2360E-10	3.1398	1.9519	0.51004	0.96011
648.29	5.2360E-10	3.1398	1.9519	0.51004	0.96011
648.30	5.2360E-10	3.1398	1.9519	0.51004	0.96011
648.31	5.2360E-10	3.1398	1.9519	0.51004	0.96011
648.32	5.2360E-10	3.1398	1.9519	0.51004	0.96011
648.32	5.2360E-10	3.1398	1.9519	0.51004	0.96011
648.34	5.2360E-10	3.1398	1.9520	0.51004	0.96011
648.35	5.2360E-10	3.1398	1.9520	0.51004	0.96011
648.37	5.2360E-10	3.1398	1.9520	0.51004	0.96011
648.38	5.2360E-10	3.1398	1.9520	0.51004	0.96011
648.40	5.2360E-10	3.1398	1.9520	0.51004	0.96011
648.42	5.2360E-10	3.1398	1.9521	0.51004	0.96011
648.44	5.2360E-10	3.1398	1.9521	0.51004	0.96011
648.48	5.2360E-10	3.1398	1.9522	0.51004	0.96011
648.50	5.2360E-10	3.1398	1.9522	0.51004	0.96012
648.51	5.2360E-10	3.1398	1.9522	0.51004	0.96012
648.52	5.2360E-10	3.1398	1.9522	0.51004	0.96012
648.53	5.2360E-10	3.1398	1.9523	0.51004	0.96012
648.56	5.2360E-10	3.1398	1.9523	0.51004	0.96012
648.58	5.2360E-10	3.1398	1.9524	0.51004	0.96012
648.60	5.2360E-10	3.1398	1.9524	0.51004	0.96013
648.62	5.2360E-10	3.1398	1.9525	0.51004	0.96013
648.64	5.2360E-10	3.1398	1.9526	0.51004	0.96013
648.69	5.2360E-10	3.1398	1.9527	0.51004	0.96014
648.72	5.2360E-10	3.1398	1.9529	0.51004	0.96014
648.75	5.2360E-10	3.1398	1.9530	0.51004	0.96014
648.78	5.2360E-10	3.1398	1.9531	0.51004	0.96015
648.80	5.2360E-10	3.1398	1.9532	0.51004	0.96015
648.86	5.2360E-10	3.1398	1.9534	0.51003	0.96016
648.89	5.2360E-10	3.1398	1.9536	0.51003	0.96017
648.93	5.2360E-10	3.1398	1.9538	0.51003	0.96018
648.96	5.2360E-10	3.1398	1.9540	0.51003	0.96018
649.00	5.2360E-10	3.1398	1.9542	0.51003	0.96019
649.04	5.2360E-10	3.1398	1.9545	0.51003	0.96020
649.09	5.2360E-10	3.1398	1.9548	0.51003	0.96021
