Time (s)	drop_volume (m^3)	contact_angle (rad)	sqrt(sigma*pw1(t)/((1000 [kg/m^3])*(g_const))) (mm)	r-coordinate (mm), rmax	z-coordinate (mm), zmax
251.12	5.2360E-10	3.1398	0.92337	0.52700	0.86922
251.17	5.2360E-10	3.1398	0.92372	0.52699	0.86929
251.23	5.2360E-10	3.1398	0.92407	0.52697	0.86936
251.28	5.2360E-10	3.1398	0.92435	0.52696	0.86942
251.32	5.2360E-10	3.1398	0.92457	0.52695	0.86946
251.36	5.2360E-10	3.1398	0.92475	0.52694	0.86950
251.39	5.2360E-10	3.1398	0.92488	0.52693	0.86953
251.42	5.2360E-10	3.1398	0.92500	0.52693	0.86955
251.45	5.2360E-10	3.1398	0.92510	0.52692	0.86957
251.48	5.2360E-10	3.1398	0.92519	0.52692	0.86959
251.50	5.2360E-10	3.1398	0.92528	0.52692	0.86961
251.53	5.2360E-10	3.1398	0.92535	0.52691	0.86962
251.56	5.2360E-10	3.1398	0.92541	0.52691	0.86964
251.58	5.2360E-10	3.1398	0.92546	0.52691	0.86965
251.60	5.2360E-10	3.1398	0.92551	0.52690	0.86966
251.62	5.2360E-10	3.1398	0.92555	0.52690	0.86966
251.64	5.2360E-10	3.1398	0.92558	0.52690	0.86967
251.66	5.2360E-10	3.1398	0.92561	0.52690	0.86968
251.68	5.2360E-10	3.1398	0.92563	0.52690	0.86968
251.70	5.2360E-10	3.1398	0.92566	0.52690	0.86969
251.71	5.2360E-10	3.1398	0.92567	0.52690	0.86969
251.73	5.2360E-10	3.1398	0.92569	0.52689	0.86970
251.74	5.2360E-10	3.1398	0.92570	0.52689	0.86970
251.76	5.2360E-10	3.1398	0.92572	0.52689	0.86970
251.77	5.2360E-10	3.1398	0.92573	0.52689	0.86970
251.79	5.2360E-10	3.1398	0.92574	0.52689	0.86971
251.80	5.2360E-10	3.1398	0.92574	0.52689	0.86971
251.81	5.2360E-10	3.1398	0.92575	0.52689	0.86971
251.82	5.2360E-10	3.1398	0.92575	0.52689	0.86971
251.83	5.2360E-10	3.1398	0.92576	0.52689	0.86971
251.84	5.2360E-10	3.1398	0.92576	0.52689	0.86971
251.85	5.2360E-10	3.1398	0.92576	0.52689	0.86971
251.86	5.2360E-10	3.1398	0.92577	0.52689	0.86971
251.87	5.2360E-10	3.1398	0.92577	0.52689	0.86971
251.89	5.2360E-10	3.1398	0.92577	0.52689	0.86972
251.89	5.2360E-10	3.1398	0.92578	0.52689	0.86972
251.90	5.2360E-10	3.1398	0.92578	0.52689	0.86972
251.91	5.2360E-10	3.1398	0.92578	0.52689	0.86972
251.92	5.2360E-10	3.1398	0.92578	0.52689	0.86972
251.93	5.2360E-10	3.1398	0.92578	0.52689	0.86972
251.93	5.2360E-10	3.1398	0.92578	0.52689	0.86972
251.94	5.2360E-10	3.1398	0.92578	0.52689	0.86972
251.94	5.2360E-10	3.1398	0.92578	0.52689	0.86972
251.96	5.2360E-10	3.1398	0.92578	0.52689	0.86972
251.96	5.2360E-10	3.1398	0.92578	0.52689	0.86972
251.97	5.2360E-10	3.1398	0.92578	0.52689	0.86972
251.97	5.2360E-10	3.1398	0.92578	0.52689	0.86972
251.98	5.2360E-10	3.1398	0.92578	0.52689	0.86972
251.99	5.2360E-10	3.1398	0.92578	0.52689	0.86972
251.99	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.00	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.01	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.02	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.03	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.03	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.04	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.05	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.06	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.07	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.07	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.09	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.11	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.12	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.14	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.16	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.19	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.25	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.32	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.45	5.2360E-10	3.1398	0.92578	0.52689	0.86972
252.71	5.2360E-10	3.1398	0.92578	0.52689	0.86972
253.22	5.2360E-10	3.1398	0.92578	0.52689	0.86972
254.26	5.2360E-10	3.1398	0.92578	0.52689	0.86972
256.33	5.2360E-10	3.1398	0.92578	0.52689	0.86972
257.36	5.2360E-10	3.1398	0.92578	0.52689	0.86972
257.88	5.2360E-10	3.1398	0.92578	0.52689	0.86972
257.94	5.2360E-10	3.1398	0.92578	0.52689	0.86972
257.97	5.2360E-10	3.1398	0.92578	0.52689	0.86972
257.99	5.2360E-10	3.1398	0.92578	0.52689	0.86972
258.00	5.2360E-10	3.1398	0.92578	0.52689	0.86972
258.01	5.2360E-10	3.1398	0.92578	0.52689	0.86972
258.01	5.2360E-10	3.1398	0.92578	0.52689	0.86972
258.02	5.2360E-10	3.1398	0.92578	0.52689	0.86972
258.02	5.2360E-10	3.1398	0.92578	0.52689	0.86972
258.03	5.2360E-10	3.1398	0.92578	0.52689	0.86972
258.03	5.2360E-10	3.1398	0.92578	0.52689	0.86972
258.03	5.2360E-10	3.1398	0.92578	0.52689	0.86972
258.04	5.2360E-10	3.1398	0.92578	0.52689	0.86972
258.04	5.2360E-10	3.1398	0.92578	0.52689	0.86972
258.05	5.2360E-10	3.1398	0.92578	0.52689	0.86972
258.06	5.2360E-10	3.1398	0.92578	0.52689	0.86972
258.07	5.2360E-10	3.1398	0.92578	0.52689	0.86972
258.08	5.2360E-10	3.1398	0.92578	0.52689	0.86972
258.10	5.2360E-10	3.1398	0.92579	0.52689	0.86972
258.11	5.2360E-10	3.1398	0.92579	0.52689	0.86972
258.13	5.2360E-10	3.1398	0.92579	0.52689	0.86972
258.15	5.2360E-10	3.1398	0.92580	0.52689	0.86972
258.18	5.2360E-10	3.1398	0.92581	0.52689	0.86972
258.20	5.2360E-10	3.1398	0.92582	0.52689	0.86972
258.23	5.2360E-10	3.1398	0.92584	0.52689	0.86973
258.28	5.2360E-10	3.1398	0.92588	0.52689	0.86973
258.32	5.2360E-10	3.1398	0.92593	0.52688	0.86974
258.36	5.2360E-10	3.1398	0.92600	0.52688	0.86975
258.40	5.2360E-10	3.1398	0.92607	0.52688	0.86977
258.49	5.2360E-10	3.1398	0.92628	0.52687	0.86980
258.56	5.2360E-10	3.1398	0.92652	0.52686	0.86984
258.63	5.2360E-10	3.1398	0.92682	0.52685	0.86990
258.71	5.2360E-10	3.1398	0.92718	0.52683	0.86996
258.78	5.2360E-10	3.1398	0.92761	0.52682	0.87004
258.93	5.2360E-10	3.1398	0.92867	0.52677	0.87023
258.95	5.2360E-10	3.1398	0.92882	0.52677	0.87026
258.99	5.2360E-10	3.1398	0.92913	0.52675	0.87032
259.06	5.2360E-10	3.1398	0.92981	0.52673	0.87045
259.21	5.2360E-10	3.1398	0.93134	0.52666	0.87073
259.36	5.2360E-10	3.1398	0.93310	0.52659	0.87106
259.48	5.2360E-10	3.1398	0.93472	0.52652	0.87136
259.60	5.2360E-10	3.1398	0.93645	0.52645	0.87168
259.71	5.2360E-10	3.1398	0.93799	0.52638	0.87196
259.81	5.2360E-10	3.1398	0.93957	0.52632	0.87225
259.92	5.2360E-10	3.1398	0.94118	0.52625	0.87255
260.13	5.2360E-10	3.1398	0.94442	0.52612	0.87315
260.34	5.2360E-10	3.1398	0.94756	0.52599	0.87373
260.53	5.2360E-10	3.1398	0.95019	0.52588	0.87421
260.72	5.2360E-10	3.1398	0.95255	0.52578	0.87465
260.91	5.2360E-10	3.1398	0.95456	0.52570	0.87502
261.09	5.2360E-10	3.1398	0.95618	0.52563	0.87532
261.28	5.2360E-10	3.1398	0.95739	0.52558	0.87555
261.33	5.2360E-10	3.1398	0.95762	0.52557	0.87559
261.37	5.2360E-10	3.1398	0.95781	0.52556	0.87562
261.41	5.2360E-10	3.1398	0.95795	0.52555	0.87565
261.44	5.2360E-10	3.1398	0.95807	0.52555	0.87567
261.48	5.2360E-10	3.1398	0.95819	0.52554	0.87570
261.51	5.2360E-10	3.1398	0.95828	0.52554	0.87571
261.53	5.2360E-10	3.1398	0.95835	0.52554	0.87573
261.55	5.2360E-10	3.1398	0.95841	0.52553	0.87574
261.58	5.2360E-10	3.1398	0.95846	0.52553	0.87575
261.60	5.2360E-10	3.1398	0.95850	0.52553	0.87576
261.62	5.2360E-10	3.1398	0.95854	0.52553	0.87576
261.64	5.2360E-10	3.1398	0.95857	0.52553	0.87577
261.66	5.2360E-10	3.1398	0.95860	0.52553	0.87578
261.67	5.2360E-10	3.1398	0.95863	0.52552	0.87578
261.69	5.2360E-10	3.1398	0.95865	0.52552	0.87579
261.71	5.2360E-10	3.1398	0.95867	0.52552	0.87579
261.72	5.2360E-10	3.1398	0.95869	0.52552	0.87579
261.74	5.2360E-10	3.1398	0.95870	0.52552	0.87580
261.75	5.2360E-10	3.1398	0.95871	0.52552	0.87580
261.77	5.2360E-10	3.1398	0.95872	0.52552	0.87580
261.78	5.2360E-10	3.1398	0.95873	0.52552	0.87580
261.79	5.2360E-10	3.1398	0.95874	0.52552	0.87581
261.80	5.2360E-10	3.1398	0.95875	0.52552	0.87581
261.82	5.2360E-10	3.1398	0.95875	0.52552	0.87581
261.83	5.2360E-10	3.1398	0.95876	0.52552	0.87581
261.83	5.2360E-10	3.1398	0.95876	0.52552	0.87581
261.84	5.2360E-10	3.1398	0.95876	0.52552	0.87581
261.85	5.2360E-10	3.1398	0.95877	0.52552	0.87581
261.86	5.2360E-10	3.1398	0.95877	0.52552	0.87581
261.87	5.2360E-10	3.1398	0.95877	0.52552	0.87581
261.88	5.2360E-10	3.1398	0.95877	0.52552	0.87581
261.90	5.2360E-10	3.1398	0.95878	0.52552	0.87581
261.90	5.2360E-10	3.1398	0.95878	0.52552	0.87581
261.91	5.2360E-10	3.1398	0.95878	0.52552	0.87582
261.91	5.2360E-10	3.1398	0.95878	0.52552	0.87582
261.93	5.2360E-10	3.1398	0.95878	0.52552	0.87582
261.93	5.2360E-10	3.1398	0.95878	0.52552	0.87582
261.94	5.2360E-10	3.1398	0.95878	0.52552	0.87582
261.94	5.2360E-10	3.1398	0.95878	0.52552	0.87582
261.95	5.2360E-10	3.1398	0.95878	0.52552	0.87582
261.96	5.2360E-10	3.1398	0.95878	0.52552	0.87582
261.96	5.2360E-10	3.1398	0.95878	0.52552	0.87582
261.97	5.2360E-10	3.1398	0.95878	0.52552	0.87582
261.97	5.2360E-10	3.1398	0.95878	0.52552	0.87582
261.98	5.2360E-10	3.1398	0.95878	0.52552	0.87582
261.99	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.00	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.00	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.01	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.02	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.03	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.04	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.04	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.05	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.06	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.07	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.08	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.10	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.11	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.13	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.16	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.22	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.28	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.41	5.2360E-10	3.1398	0.95878	0.52552	0.87582
262.66	5.2360E-10	3.1398	0.95878	0.52552	0.87582
263.16	5.2360E-10	3.1398	0.95878	0.52552	0.87582
264.15	5.2360E-10	3.1398	0.95878	0.52552	0.87582
266.14	5.2360E-10	3.1398	0.95878	0.52552	0.87582
267.14	5.2360E-10	3.1398	0.95878	0.52552	0.87582
267.64	5.2360E-10	3.1398	0.95878	0.52552	0.87582
267.89	5.2360E-10	3.1398	0.95878	0.52552	0.87582
268.01	5.2360E-10	3.1398	0.95878	0.52552	0.87582
268.02	5.2360E-10	3.1398	0.95878	0.52552	0.87582
268.02	5.2360E-10	3.1398	0.95878	0.52552	0.87582
268.03	5.2360E-10	3.1398	0.95878	0.52552	0.87582
268.03	5.2360E-10	3.1398	0.95878	0.52552	0.87582
268.04	5.2360E-10	3.1398	0.95878	0.52552	0.87582
268.05	5.2360E-10	3.1398	0.95878	0.52552	0.87582
268.06	5.2360E-10	3.1398	0.95878	0.52552	0.87582
268.08	5.2360E-10	3.1398	0.95879	0.52552	0.87582
268.09	5.2360E-10	3.1398	0.95879	0.52552	0.87582
268.11	5.2360E-10	3.1398	0.95879	0.52552	0.87582
268.13	5.2360E-10	3.1398	0.95879	0.52552	0.87582
268.14	5.2360E-10	3.1398	0.95880	0.52552	0.87582
268.17	5.2360E-10	3.1398	0.95881	0.52552	0.87582
268.19	5.2360E-10	3.1398	0.95882	0.52552	0.87582
268.22	5.2360E-10	3.1398	0.95883	0.52552	0.87582
268.26	5.2360E-10	3.1398	0.95887	0.52551	0.87583
268.30	5.2360E-10	3.1398	0.95891	0.52551	0.87584
268.34	5.2360E-10	3.1398	0.95897	0.52551	0.87584
268.38	5.2360E-10	3.1398	0.95903	0.52551	0.87585
268.46	5.2360E-10	3.1398	0.95920	0.52550	0.87588
268.53	5.2360E-10	3.1398	0.95941	0.52550	0.87592
268.60	5.2360E-10	3.1398	0.95967	0.52549	0.87596
268.67	5.2360E-10	3.1398	0.95998	0.52547	0.87601
268.74	5.2360E-10	3.1398	0.96034	0.52546	0.87607
268.81	5.2360E-10	3.1398	0.96077	0.52544	0.87615
268.95	5.2360E-10	3.1398	0.96179	0.52541	0.87632
269.02	5.2360E-10	3.1398	0.96239	0.52538	0.87643
269.07	5.2360E-10	3.1398	0.96286	0.52536	0.87651
269.11	5.2360E-10	3.1398	0.96325	0.52535	0.87657
269.15	5.2360E-10	3.1398	0.96371	0.52533	0.87665
269.19	5.2360E-10	3.1398	0.96418	0.52531	0.87674
269.28	5.2360E-10	3.1398	0.96520	0.52528	0.87691
269.35	5.2360E-10	3.1398	0.96598	0.52525	0.87705
269.41	5.2360E-10	3.1398	0.96680	0.52521	0.87719
269.48	5.2360E-10	3.1398	0.96766	0.52518	0.87734
269.55	5.2360E-10	3.1398	0.96868	0.52514	0.87751
269.62	5.2360E-10	3.1398	0.96973	0.52510	0.87770
269.71	5.2360E-10	3.1398	0.97103	0.52505	0.87792
269.80	5.2360E-10	3.1398	0.97236	0.52500	0.87815
269.89	5.2360E-10	3.1398	0.97371	0.52495	0.87838
270.07	5.2360E-10	3.1398	0.97643	0.52485	0.87885
270.24	5.2360E-10	3.1398	0.97912	0.52475	0.87932
270.40	5.2360E-10	3.1398	0.98144	0.52466	0.87972
270.56	5.2360E-10	3.1398	0.98360	0.52458	0.88009
270.72	5.2360E-10	3.1398	0.98556	0.52450	0.88043
270.91	5.2360E-10	3.1398	0.98762	0.52443	0.88078
271.11	5.2360E-10	3.1398	0.98926	0.52436	0.88106
271.30	5.2360E-10	3.1398	0.99046	0.52432	0.88127
271.35	5.2360E-10	3.1398	0.99070	0.52431	0.88131
271.39	5.2360E-10	3.1398	0.99088	0.52430	0.88135
271.42	5.2360E-10	3.1398	0.99101	0.52430	0.88137
271.46	5.2360E-10	3.1398	0.99113	0.52429	0.88139
271.49	5.2360E-10	3.1398	0.99123	0.52429	0.88141
271.52	5.2360E-10	3.1398	0.99133	0.52428	0.88143
271.56	5.2360E-10	3.1398	0.99142	0.52428	0.88144
271.60	5.2360E-10	3.1398	0.99150	0.52428	0.88146
271.63	5.2360E-10	3.1398	0.99155	0.52428	0.88147
271.65	5.2360E-10	3.1398	0.99160	0.52427	0.88148
271.68	5.2360E-10	3.1398	0.99164	0.52427	0.88148
271.70	5.2360E-10	3.1398	0.99167	0.52427	0.88149
271.71	5.2360E-10	3.1398	0.99168	0.52427	0.88149
271.72	5.2360E-10	3.1398	0.99169	0.52427	0.88149
271.73	5.2360E-10	3.1398	0.99169	0.52427	0.88149
271.75	5.2360E-10	3.1398	0.99171	0.52427	0.88150
271.76	5.2360E-10	3.1398	0.99172	0.52427	0.88150
271.77	5.2360E-10	3.1398	0.99173	0.52427	0.88150
271.79	5.2360E-10	3.1398	0.99174	0.52427	0.88150
271.80	5.2360E-10	3.1398	0.99175	0.52427	0.88150
271.81	5.2360E-10	3.1398	0.99175	0.52427	0.88151
271.83	5.2360E-10	3.1398	0.99176	0.52427	0.88151
271.83	5.2360E-10	3.1398	0.99176	0.52427	0.88151
271.84	5.2360E-10	3.1398	0.99177	0.52427	0.88151
271.85	5.2360E-10	3.1398	0.99177	0.52427	0.88151
271.86	5.2360E-10	3.1398	0.99177	0.52427	0.88151
271.87	5.2360E-10	3.1398	0.99177	0.52427	0.88151
271.87	5.2360E-10	3.1398	0.99177	0.52427	0.88151
271.88	5.2360E-10	3.1398	0.99178	0.52427	0.88151
271.89	5.2360E-10	3.1398	0.99178	0.52427	0.88151
271.90	5.2360E-10	3.1398	0.99178	0.52427	0.88151
271.91	5.2360E-10	3.1398	0.99178	0.52427	0.88151
271.92	5.2360E-10	3.1398	0.99178	0.52427	0.88151
271.93	5.2360E-10	3.1398	0.99178	0.52427	0.88151
271.93	5.2360E-10	3.1398	0.99178	0.52427	0.88151
271.94	5.2360E-10	3.1398	0.99178	0.52427	0.88151
271.95	5.2360E-10	3.1398	0.99178	0.52427	0.88151
271.95	5.2360E-10	3.1398	0.99178	0.52427	0.88151
271.96	5.2360E-10	3.1398	0.99178	0.52427	0.88151
271.96	5.2360E-10	3.1398	0.99178	0.52427	0.88151
271.97	5.2360E-10	3.1398	0.99178	0.52427	0.88151
271.98	5.2360E-10	3.1398	0.99178	0.52427	0.88151
271.99	5.2360E-10	3.1398	0.99178	0.52427	0.88151
272.00	5.2360E-10	3.1398	0.99178	0.52427	0.88151
272.01	5.2360E-10	3.1398	0.99178	0.52427	0.88151
272.02	5.2360E-10	3.1398	0.99178	0.52427	0.88151
272.03	5.2360E-10	3.1398	0.99178	0.52427	0.88151
272.04	5.2360E-10	3.1398	0.99178	0.52427	0.88151
272.04	5.2360E-10	3.1398	0.99178	0.52427	0.88151
272.05	5.2360E-10	3.1398	0.99178	0.52427	0.88151
272.06	5.2360E-10	3.1398	0.99178	0.52427	0.88151
272.08	5.2360E-10	3.1398	0.99178	0.52427	0.88151
272.09	5.2360E-10	3.1398	0.99178	0.52427	0.88151
272.11	5.2360E-10	3.1398	0.99178	0.52427	0.88151
272.13	5.2360E-10	3.1398	0.99178	0.52427	0.88151
272.16	5.2360E-10	3.1398	0.99178	0.52427	0.88151
272.23	5.2360E-10	3.1398	0.99178	0.52427	0.88151
272.37	5.2360E-10	3.1398	0.99178	0.52427	0.88151
272.64	5.2360E-10	3.1398	0.99178	0.52427	0.88151
273.18	5.2360E-10	3.1398	0.99178	0.52427	0.88151
274.26	5.2360E-10	3.1398	0.99178	0.52427	0.88151
276.43	5.2360E-10	3.1398	0.99178	0.52427	0.88151
277.51	5.2360E-10	3.1398	0.99178	0.52427	0.88151
277.65	5.2360E-10	3.1398	0.99178	0.52427	0.88151
277.92	5.2360E-10	3.1398	0.99178	0.52427	0.88151
277.95	5.2360E-10	3.1398	0.99178	0.52427	0.88151
278.00	5.2360E-10	3.1398	0.99178	0.52427	0.88151
278.02	5.2360E-10	3.1398	0.99178	0.52427	0.88151
278.02	5.2360E-10	3.1398	0.99178	0.52427	0.88151
278.03	5.2360E-10	3.1398	0.99178	0.52427	0.88151
278.03	5.2360E-10	3.1398	0.99178	0.52427	0.88151
278.04	5.2360E-10	3.1398	0.99179	0.52427	0.88151
278.04	5.2360E-10	3.1398	0.99179	0.52427	0.88151
278.05	5.2360E-10	3.1398	0.99179	0.52427	0.88151
278.06	5.2360E-10	3.1398	0.99179	0.52427	0.88151
278.07	5.2360E-10	3.1398	0.99179	0.52427	0.88151
278.08	5.2360E-10	3.1398	0.99179	0.52427	0.88151
278.10	5.2360E-10	3.1398	0.99179	0.52427	0.88151
278.12	5.2360E-10	3.1398	0.99179	0.52427	0.88151
278.14	5.2360E-10	3.1398	0.99180	0.52427	0.88151
278.16	5.2360E-10	3.1398	0.99181	0.52426	0.88152
278.18	5.2360E-10	3.1398	0.99181	0.52426	0.88152
278.21	5.2360E-10	3.1398	0.99183	0.52426	0.88152
278.24	5.2360E-10	3.1398	0.99185	0.52426	0.88152
278.27	5.2360E-10	3.1398	0.99188	0.52426	0.88153
278.33	5.2360E-10	3.1398	0.99195	0.52426	0.88154
278.38	5.2360E-10	3.1398	0.99204	0.52426	0.88155
278.43	5.2360E-10	3.1398	0.99214	0.52425	0.88157
278.48	5.2360E-10	3.1398	0.99226	0.52425	0.88158
278.58	5.2360E-10	3.1398	0.99258	0.52424	0.88163
278.66	5.2360E-10	3.1398	0.99296	0.52423	0.88169
278.75	5.2360E-10	3.1398	0.99343	0.52421	0.88177
278.84	5.2360E-10	3.1398	0.99399	0.52419	0.88186
278.93	5.2360E-10	3.1398	0.99464	0.52417	0.88196
278.97	5.2360E-10	3.1398	0.99502	0.52415	0.88202
279.02	5.2360E-10	3.1398	0.99539	0.52414	0.88208
279.05	5.2360E-10	3.1398	0.99573	0.52413	0.88214
279.13	5.2360E-10	3.1398	0.99647	0.52410	0.88226
279.18	5.2360E-10	3.1398	0.99703	0.52408	0.88235
279.23	5.2360E-10	3.1398	0.99762	0.52406	0.88244
279.29	5.2360E-10	3.1398	0.99823	0.52404	0.88254
279.34	5.2360E-10	3.1398	0.99888	0.52402	0.88265
279.45	5.2360E-10	3.1398	1.0002	0.52397	0.88287
279.50	5.2360E-10	3.1398	1.0009	0.52395	0.88298
279.55	5.2360E-10	3.1398	1.0017	0.52392	0.88310
279.60	5.2360E-10	3.1398	1.0024	0.52390	0.88322
279.70	5.2360E-10	3.1398	1.0039	0.52385	0.88346
279.79	5.2360E-10	3.1398	1.0053	0.52380	0.88368
279.90	5.2360E-10	3.1398	1.0068	0.52374	0.88393
280.00	5.2360E-10	3.1398	1.0084	0.52369	0.88419
280.10	5.2360E-10	3.1398	1.0099	0.52364	0.88444
280.30	5.2360E-10	3.1398	1.0130	0.52353	0.88493
280.54	5.2360E-10	3.1398	1.0163	0.52341	0.88547
280.75	5.2360E-10	3.1398	1.0189	0.52332	0.88589
280.75	5.2360E-10	3.1398	1.0189	0.52332	0.88589
280.75	5.2360E-10	3.1398	1.0189	0.52332	0.88589
280.75	5.2360E-10	3.1398	1.0189	0.52332	0.88589
280.75	5.2360E-10	3.1398	1.0190	0.52332	0.88589
280.75	5.2360E-10	3.1398	1.0190	0.52332	0.88589
280.75	5.2360E-10	3.1398	1.0190	0.52332	0.88589
280.75	5.2360E-10	3.1398	1.0190	0.52332	0.88590
280.76	5.2360E-10	3.1398	1.0190	0.52332	0.88590
280.76	5.2360E-10	3.1398	1.0190	0.52332	0.88590
280.76	5.2360E-10	3.1398	1.0190	0.52332	0.88590
280.76	5.2360E-10	3.1398	1.0190	0.52332	0.88591
280.76	5.2360E-10	3.1398	1.0191	0.52332	0.88591
280.76	5.2360E-10	3.1398	1.0191	0.52332	0.88591
280.77	5.2360E-10	3.1398	1.0191	0.52332	0.88592
280.77	5.2360E-10	3.1398	1.0192	0.52332	0.88593
280.78	5.2360E-10	3.1398	1.0192	0.52332	0.88593
280.78	5.2360E-10	3.1398	1.0193	0.52331	0.88595
280.79	5.2360E-10	3.1398	1.0194	0.52331	0.88597
280.81	5.2360E-10	3.1398	1.0196	0.52330	0.88600
280.83	5.2360E-10	3.1398	1.0198	0.52329	0.88603
280.87	5.2360E-10	3.1398	1.0202	0.52328	0.88609
280.94	5.2360E-10	3.1398	1.0209	0.52326	0.88620
281.02	5.2360E-10	3.1398	1.0215	0.52323	0.88631
281.09	5.2360E-10	3.1398	1.0221	0.52321	0.88640
281.16	5.2360E-10	3.1398	1.0227	0.52320	0.88649
281.24	5.2360E-10	3.1398	1.0232	0.52318	0.88657
281.32	5.2360E-10	3.1398	1.0236	0.52316	0.88663
281.38	5.2360E-10	3.1398	1.0238	0.52316	0.88668
281.43	5.2360E-10	3.1398	1.0240	0.52315	0.88671
281.47	5.2360E-10	3.1398	1.0242	0.52314	0.88673
281.50	5.2360E-10	3.1398	1.0243	0.52314	0.88675
281.53	5.2360E-10	3.1398	1.0243	0.52314	0.88676
281.55	5.2360E-10	3.1398	1.0244	0.52313	0.88678
281.58	5.2360E-10	3.1398	1.0245	0.52313	0.88679
281.61	5.2360E-10	3.1398	1.0245	0.52313	0.88680
281.65	5.2360E-10	3.1398	1.0246	0.52313	0.88681
281.68	5.2360E-10	3.1398	1.0246	0.52313	0.88682
281.72	5.2360E-10	3.1398	1.0247	0.52312	0.88682
281.75	5.2360E-10	3.1398	1.0247	0.52312	0.88683
281.76	5.2360E-10	3.1398	1.0247	0.52312	0.88683
281.78	5.2360E-10	3.1398	1.0247	0.52312	0.88683
281.79	5.2360E-10	3.1398	1.0247	0.52312	0.88683
281.80	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.82	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.83	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.84	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.85	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.86	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.87	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.89	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.90	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.91	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.92	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.93	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.93	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.95	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.96	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.96	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.97	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.98	5.2360E-10	3.1398	1.0248	0.52312	0.88684
281.99	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.00	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.01	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.02	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.03	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.04	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.05	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.06	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.08	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.10	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.12	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.13	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.17	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.21	5.2360E-10	3.1398	1.0248	0.52312	0.88684
