Style,Standard
Append Mode,1
Fill Mode,0
Capacity,100000
Count,12811
Base Time Seconds,1604348249
Base Time Fractional,.889336280
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
120,447658.155319,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999918729067,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:38,.618088260
121,445846.8311048,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999918729067,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:38,.687409420
122,445420.1735975,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999921634793,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:38,.756743160
123,441992.2336619,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999923050404,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:38,.826047600
124,441666.2139037,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999921783805,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:38,.895371860
125,442624.6636066,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999923124909,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:38,.964692840
126,443931.8143994,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999930128455,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:39,.034020980
127,443489.6051189,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999925881624,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:39,.103336300
128,443109.261138,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999927297235,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:39,.172652900
129,444005.5841818,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999924540520,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:39,.241969120
130,444236.0315674,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999927371740,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:39,.311281100
131,444917.7080309,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999918580055,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:39,.380607320
132,446811.3744755,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999921634793,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:39,.449933540
133,447900.665017,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999931097031,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:39,.519240620
134,448286.181541,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999927148223,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:39,.588544780
135,448428.0050276,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999922826886,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:39,.657870380
136,449215.0686934,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999924242496,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:39,.727180920
137,449409.3084611,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999924242496,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:39,.796482920
138,450044.324491,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999926030636,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:39,.865818040
139,448210.6897341,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999918505549,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:39,.935136860
140,443624.1656356,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999924018979,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:40,.004464560
141,442840.7240315,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999926775694,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:40,.073810180
142,443695.2320945,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999923795462,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:40,.143130800
143,443249.933914,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999920219183,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:40,.212450640
144,442593.9295038,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999918729067,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:40,.281775540
145,442651.5123635,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999924018979,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:40,.351100340
146,442263.9209128,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999925285578,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:40,.420424660
147,441568.7419683,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999918729067,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:40,.489738420
148,442419.1209091,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999924540520,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:40,.559046480
149,444831.7767108,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999928563833,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:40,.628366420
150,438977.4314671,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999918729067,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:40,.697682480
151,433381.277333,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999912023544,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:40,.767002720
152,430809.212865,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999918803573,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:40,.836311520
153,430231.0187765,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999920219183,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:40,.905630900
154,430633.5689075,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999917536974,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:40,.974947940
155,431102.6077123,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999926924706,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:41,.044274940
156,431180.7905969,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999920889735,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:41,.113582840
